,noun,adj,turker_judgment,wiki_similarity,ldp_similarity,bert_p,bert_gen
468,cloud,dark,3.25,0.4841870069503784,0.5602786540985107,1.0,0.6058048605918884
469,tree,dark,3.75,0.30889880657196045,0.3762866854667664,0.034985244274139404,0.04699968546628952
470,kitchen,dark,3.0,0.3793018460273743,0.2845048606395721,0.2940361797809601,0.10336603969335556
471,hair,dark,4.6,0.4895959794521332,0.13943946361541748,1.0,1.0
472,orange,dark,3.25,0.5604087114334106,0.4160190522670746,0.10564512014389038,0.08793867379426956
473,circle,dark,2.75,0.3561074137687683,0.5312247276306152,0.21095965802669525,0.0418885238468647
474,rock,dark,3.5,0.4382601678371429,0.17793850600719452,0.07161813974380493,0.04435683414340019
475,floor,dark,3.75,0.3678986430168152,0.05443551763892174,0.0020151908975094557,0.023440159857273102
476,movie,dark,3.5,0.3760175406932831,0.051519010215997696,0.0003709839947987348,0.015071882866322994
477,wood,dark,4.0,0.4260067939758301,0.2727679908275604,1.0,0.47285646200180054
478,glass,dark,2.5,0.440026730298996,0.1695541888475418,0.032794397324323654,0.17760169506072998
479,chocolate,dark,4.5,0.5003488659858704,0.16975536942481995,0.06607532501220703,0.14932270348072052
480,sky,dark,4.0,0.5444561839103699,0.6307803988456726,0.08232183754444122,0.6598750352859497
481,mud,thick,5.333333333333333,0.49827933311462397,0.376740038394928,0.3566611409187317,1.0
482,leave,thick,2.0,0.3048895597457886,-0.13179780542850494,3.838968405034393e-05,8.942986460169777e-05
483,leg,thick,4.0,0.3299416303634644,0.09489929676055907,0.010183903388679028,0.03897804766893387
484,paint,thick,3.25,0.3221341371536255,0.043536730110645294,0.0037307555321604013,0.014029580168426037
485,paper,thick,2.75,0.37478354573249817,0.02589138224720955,0.006151031702756882,0.01921173930168152
486,card,thick,3.5,0.3043193221092224,-0.02504265122115612,0.00011821584485005587,0.0029815828893333673
487,hair,thick,3.333333333333333,0.4505719244480133,0.2655993700027466,0.014694848097860813,0.15433865785598755
488,olive,thick,4.0,0.342129647731781,0.6364584565162659,0.0008191463421098888,0.0016775523545220494
489,oil,thick,4.75,0.3123338222503662,0.5734551548957825,0.0051340567879378796,0.05400911346077919
490,air,thick,2.0,0.4146284461021423,0.2263546586036682,0.06468096375465393,0.1390366554260254
491,soup,thick,5.0,0.4031897485256195,0.4186123013496399,0.00978024397045374,0.05152980983257294
492,brush,thick,3.5,0.4366081953048706,0.05957929790019989,1.0,1.0
493,walrus,thick,4.5,0.3394337892532349,0.43403744697570795,0.0011428174329921603,0.0015834508230909705
494,mustache,thick,4.75,0.37620678544044495,0.6037474870681763,0.8058642745018005,0.05654133856296539
495,page,thick,3.25,0.15258346498012546,-0.05043727904558182,0.00035925363772548735,0.0018176258308812976
496,camel,thick,4.4,0.2717495560646057,0.5371605157852173,0.00013809805386699736,0.0001506874687038362
497,baby,thick,3.5,0.2944030463695526,0.0966612920165062,0.00013792853860650212,4.301356602809392e-05
498,head,thick,2.6666666666666665,0.4076598882675171,0.003654811531305313,0.004163963254541159,0.010750961489975452
499,brick,thick,4.5,0.4495640993118286,0.5592522025108337,0.006337649654597044,0.07632553577423096
500,rope,thick,4.0,0.3862344026565552,0.21605534851551056,0.19046758115291595,0.052720654755830765
501,cub,thick,3.25,0.20339100062847135,0.6159113049507141,1.2076578968844842e-05,0.0004355291312094778
502,branch,thick,4.333333333333333,0.2923156321048737,0.4539539813995361,0.11515945196151733,0.0010441973572596908
503,tree,thick,4.0,0.2931302189826965,0.16986164450645447,0.012219535186886787,0.020974084734916687
504,sandwich,thick,4.0,0.3947671055793762,0.3463610410690308,0.013551440089941025,0.021545901894569397
505,cheese,thick,3.25,0.3257374763488769,0.17938733100891113,0.0019490511622279882,0.0430341437458992
506,noodle,thick,3.75,0.3340873122215271,0.7163265943527222,0.004503004718571901,0.028970791026949883
507,chocolate,thick,4.0,0.37424004077911377,0.5087348818778992,0.0006391481147147715,0.1324472874403
508,worm,thick,3.75,0.22975806891918185,0.6369041800498962,0.005388214252889156,0.0021624763030558825
509,bed,upstairs,4.25,0.5069299936294556,0.4229809045791626,0.0022727488540112972,0.0023987002205103636
510,food,upstairs,2.5,0.3233752250671387,0.18806977570056915,7.36102374503389e-05,6.739424861734733e-05
511,book,upstairs,1.25,0.3538181781768799,0.14477039873600006,0.0013529848074540496,0.0001545576669741422
512,phone,upstairs,3.0,0.3904637396335602,0.13168182969093326,0.000682980113197118,3.8818361645098776e-05
513,toy,upstairs,2.75,0.33261337876319885,0.13670076429843905,9.169480472337455e-05,0.0008502029813826084
514,mother,upstairs,2.5,0.4152213037014008,0.09487056732177734,0.0006380129489116371,0.00022266896849032491
515,honey,upstairs,1.25,0.300461620092392,0.0261311549693346,0.00021631125127896667,9.45780448091682e-06
516,dress,upstairs,2.25,0.3465330302715301,-0.02406994998455048,2.588177267170977e-05,0.0007585595594719052
517,coffee,upstairs,2.25,0.4123754799365997,0.09674589335918428,0.00013959698844701052,9.914505790220574e-05
518,cup,upstairs,1.75,0.29410240054130554,0.08802250027656555,3.674719118862413e-05,0.00018567306688055396
519,box,green,2.75,0.4114457368850708,0.21409988403320312,0.027726178988814354,0.08736339956521988
520,top,green,2.75,0.41499802470207214,0.3269252777099609,0.04336484149098396,0.1609751135110855
521,color,green,4.0,0.5697365403175354,0.4992272555828095,0.10966853052377701,0.2938046157360077
522,hat,green,2.75,0.4110918641090393,0.3413379490375519,0.01150753628462553,0.219787135720253
523,frog,green,6.333333333333332,0.3837239444255829,0.4873569905757904,0.5168063044548035,0.020064475014805794
524,bear,green,2.0,0.3348380029201508,0.13824976980686188,0.0023339935578405857,0.017937537282705307
525,bird,green,2.75,0.3685595393180847,0.2169130742549896,0.053353626281023026,0.10339587181806564
526,horse,green,1.0,0.35846713185310364,0.2500408887863159,0.047984328120946884,0.20087864995002747
527,cat,green,1.6666666666666667,0.32319411635398865,0.273247629404068,0.024828141555190086,0.029761869460344315
528,sheep,green,1.25,0.3867802619934082,0.4141683876514435,0.04304072633385658,0.08176115155220032
529,goldfish,green,1.5,0.3185812532901764,0.24386081099510196,0.2558835446834564,0.10495142638683319
530,carrot,green,1.5,0.4289238154888153,0.32959407567977905,0.5257015228271484,0.4459257125854492
531,picture,green,3.0,0.37494516372680653,0.19515222311019895,0.0013193422928452492,0.005320304539054632
532,leave,green,5.0,0.28427451848983765,-0.1096254736185074,0.002099865349009633,0.0006923032342456281
533,beard,green,1.5,0.3905363976955414,0.4038713574409485,0.01938343234360218,0.026937052607536316
534,land,green,5.0,0.4137903451919556,0.16059544682502747,0.701103925704956,0.2970544099807739
535,car,green,3.5,0.4126188457012177,0.2676175832748413,0.023040151223540306,0.02774365246295929
536,stripe,green,2.5,0.4804264605045319,0.4878700971603394,0.06981324404478073,0.0876552015542984
537,apple,green,3.75,0.40887901186943054,0.3175197243690491,0.37635910511016846,1.0
538,dot,green,3.25,0.4301375150680542,0.6354700326919556,0.13913892209529877,0.21424926817417145
539,star,green,3.0,0.3687962293624878,0.6773000359535217,0.02091936767101288,0.06736540049314499
540,orange,green,2.25,0.725739598274231,0.7193971276283264,0.01938043162226677,0.29728323221206665
541,giraffe,green,1.0,0.3131145536899567,0.4345355033874512,0.16660697758197784,0.2803403437137604
542,block,green,2.5,0.3369462788105011,0.6097146272659302,0.00722078001126647,0.46035394072532654
543,ball,green,3.0,0.399735152721405,0.2898193597793579,0.02983803302049637,0.1116672158241272
544,broccoli,green,6.25,0.4279560148715973,0.3358807861804962,1.0,0.1952276974916458
545,grape,green,4.25,0.4022615253925324,0.33503690361976624,0.42578741908073425,0.047039758414030075
546,flag,green,3.0,0.4590574502944946,0.3352796733379364,0.0911773294210434,0.867950439453125
547,grass,green,6.5,0.5283897519111633,0.4231229424476624,0.7606372833251953,1.0
548,candle,green,2.75,0.3460124433040619,0.23151452839374545,0.025022992864251137,0.005003479775041342
549,cake,green,2.75,0.3756670653820038,0.2813040316104889,0.030079396441578865,0.02751327119767666
550,head,green,1.25,0.3559836149215698,0.14402274787425995,0.004910296760499477,0.15436741709709167
551,dog,green,1.25,0.3216717839241028,0.1521732658147812,0.016992349177598953,0.01656399294734001
552,stem,green,5.333333333333333,0.3527698218822479,0.467720478773117,0.19045041501522064,1.0
553,ocean,green,2.75,0.4216770827770233,0.2835959494113922,0.015033768489956856,0.025809502229094505
554,slide,green,2.5,0.2666473388671875,0.10776963084936142,0.0027707002591341734,0.12034513056278229
555,tree,green,5.333333333333333,0.38754770159721375,0.16758807003498075,0.05537028983235359,0.5519888997077942
556,dragon,green,4.75,0.4434105753898621,0.4304831027984619,0.2848272919654846,0.009052461944520473
557,cantaloupe,green,4.25,0.2985726594924927,0.31357839703559875,0.1509973555803299,0.49679237604141235
558,melon,green,5.25,0.341780424118042,0.18299810588359836,1.0,1.0
559,guy,green,1.0,0.37043341994285583,0.16877613961696625,0.006861214991658926,0.0047221495769917965
560,foot,green,2.25,0.3905615508556366,0.218782052397728,0.012195522896945477,0.20002220571041107
561,hand,green,1.75,0.3919278681278229,0.20488955080509186,0.02395472303032875,0.007233927492052317
562,pine,green,5.5,0.4426024556159973,0.25409072637557983,0.07085937261581421,0.05851942300796509
563,leaf,green,5.25,0.4768962860107422,0.39604651927948,0.3794923722743988,1.0
564,fish,green,2.5,0.3965100944042206,0.5189656019210815,0.0727597326040268,0.11289072036743164
565,water,green,2.75,0.4863404929637909,0.2566185891628265,0.06578744202852249,0.03414296731352806
566,pepper,green,3.333333333333333,0.4010822176933289,0.5076698064804077,0.28303638100624084,0.30154144763946533
567,triangle,green,3.25,0.42846718430519104,0.6715663075447083,0.05563189834356308,0.13451293110847473
568,tie,green,2.75,0.3663724660873413,0.0449015237390995,0.06289031356573105,2.6307205189368688e-05
569,bow,green,2.75,0.3578658103942871,0.3107587099075317,0.06949853897094727,0.3602309226989746
570,person,green,1.0,0.2799059748649597,0.39420339465141296,0.000946979911532253,0.012735027819871902
571,ear,green,1.25,0.31377875804901123,0.14202433824539185,0.00201066629961133,0.08472750335931778
572,monkey,green,1.2,0.3690135776996613,0.1980950236320496,0.11505906283855438,0.09065895527601242
573,cup,green,3.75,0.3782747685909271,0.3231838643550873,0.04623132199048996,0.6950880885124207
574,oatmeal,green,1.3333333333333333,0.3789667785167694,0.27112647891044617,0.4497857093811035,0.1894562542438507
575,circle,green,3.0,0.3913766145706177,0.5782468318939209,0.029919356107711792,0.12313970923423767
576,hair,green,2.5,0.4221773445606232,0.07724946737289429,0.008077066391706467,0.03628018870949745
577,garbage,green,2.25,0.3419076204299927,0.2075151354074478,0.11132286489009857,0.002236832631751895
578,cinnamon,green,1.25,0.3850647509098053,0.41408956050872797,0.11501052230596542,0.0627344474196434
579,square,green,3.0,0.44524911046028137,0.6740651726722717,0.011114268563687801,0.1960185021162033
580,pony,green,1.5,0.3855443298816681,0.2672291100025177,0.02846919186413288,0.25541216135025024
581,paint,green,3.0,0.3946203589439392,0.3507582247257233,0.11253814399242401,0.13434664905071259
582,potty,green,3.5,0.2699439823627472,0.1405537575483322,0.14608949422836304,0.1418447047472
583,telephone,green,2.25,0.3025292158126831,0.08517641574144362,0.10407248884439468,0.02396560087800026
584,pea,green,5.5,0.4304458498954773,0.010256502777338028,1.0,1.0
585,baby,green,1.0,0.38253864645957947,0.0378933921456337,0.031520698219537735,0.00505908764898777
586,door,green,3.0,0.3405871391296387,0.06660887598991394,0.003640079405158758,4.923187952954322e-05
587,balloon,green,3.0,0.3369011282920837,0.4717565178871155,0.23742897808551788,0.00781720969825983
588,tea,green,4.5,0.4676989614963532,0.2171357125043869,0.23652395606040955,0.052672527730464935
589,train,green,2.5,0.315535306930542,0.19148492813110352,0.009905155748128891,0.0043915631249547005
590,track,green,4.25,0.3122173547744751,0.3730124533176422,0.041672393679618835,0.08155672997236252
591,crayon,green,4.0,0.39988097548484797,0.6185519695281982,0.38608089089393616,0.27705299854278564
592,knife,green,3.5,0.3107496798038483,0.3321045637130737,0.01261060032993555,0.0015281069790944457
593,bed,green,2.0,0.3348349630832672,0.008269813843071459,0.0012203095247969031,0.0002943118161056191
594,laundry,green,1.75,0.3552706837654114,0.07640790194272995,0.00014260764874052256,0.0003632976149674505
595,eye,green,3.0,0.3953314125537872,0.3189900815486908,0.1450316607952118,0.07367071509361267
596,moon,green,1.0,0.4457803070545197,0.3393590748310089,5.844072438776493e-05,0.002412942238152027
597,cheese,green,2.0,0.4276877641677856,0.3340219259262085,0.06489557772874832,0.09882728010416031
598,pocket,green,2.5,0.3836795389652252,0.19946914911270144,0.004648899659514427,0.0018791351467370987
599,tummy,green,1.5,0.2717968821525574,0.051475416868925095,0.004075906239449978,0.02577386237680912
600,grasshopper,green,5.25,0.3450159132480621,0.20737174153327945,0.2943545877933502,0.13351750373840332
601,animal,green,2.75,0.3683870136737824,0.2300460040569305,0.06988762319087982,0.055348675698041916
602,puzzle,green,3.0,0.2920008599758148,0.26146188378334045,0.0030333171598613262,0.001777695375494659
603,tube,green,3.5,0.3353961110115051,0.2114103734493256,0.12980206310749054,0.23361526429653168
604,turtle,green,4.0,0.4293619990348816,0.5116463899612427,0.2478579580783844,0.18610917031764984
605,shell,green,1.25,0.3694176971912384,0.34601178765296936,0.105732262134552,0.0075765373185276985
606,belt,green,2.75,0.4382673799991608,0.1947628408670425,0.002967637265101075,0.6519870758056641
607,diamond,green,1.6666666666666667,0.36652642488479614,0.5107781887054443,0.14121519029140472,0.5532119870185852
608,stroller,green,3.0,0.2069537043571472,0.1301371306180954,0.21441158652305603,0.024397874251008034
609,squirrel,green,1.0,0.4080868363380432,0.2183060348033905,0.10671106725931168,0.09355738759040833
610,button,green,2.333333333333333,0.4259820282459259,0.3425821363925934,0.5781798958778381,0.5310790538787842
611,stool,green,2.25,0.2658259868621826,0.18181142210960388,0.0003136694140266627,0.02068977616727352
612,vegetable,green,4.333333333333333,0.4594903886318207,0.33937057852745056,1.0,0.22529275715351105
613,game,green,1.75,0.36422815918922413,0.00448783440515399,0.00018468021880835295,0.010231168940663338
614,table,green,2.5,0.3858022689819336,0.14397326111793518,0.006111011374741793,0.01567927375435829
615,dinosaur,green,5.25,0.3677887916564941,0.4440659284591675,0.09030353277921677,0.07770588248968124
616,bone,green,1.25,0.3354591727256775,0.30411043763160706,0.0016881839837878942,0.020086608827114105
617,chair,green,2.75,0.31084194779396057,0.0736759603023529,0.007692757528275251,0.00936436653137207
618,chest,green,2.75,0.3507472276687622,0.1970464289188385,0.00831413920968771,0.004909314680844545
619,arm,green,2.25,0.31085509061813354,0.22207355499267575,0.0025496797170490026,0.00402596453204751
620,leg,green,1.25,0.3140830397605896,0.1954725831747055,0.0026497449725866318,0.15318825840950012
621,finger,green,1.5,0.3272955119609833,0.2384646683931351,0.0029704119078814983,0.13945548236370087
622,thumb,green,2.5,0.321354478597641,0.209414467215538,0.12879155576229095,0.18085628747940063
623,bean,green,4.0,0.4517054557800293,0.4627925455570221,1.0,0.4824453890323639
624,flower,green,2.5,0.4265351593494415,0.6199748516082764,0.26765573024749756,0.2114904224872589
625,yogurt,green,2.0,0.3441993892192841,0.21965448558330536,0.21880850195884705,0.14851373434066772
626,egg,green,1.25,0.3712449371814728,0.25779080390930176,0.041791826486587524,0.11551611870527267
627,ham,green,1.75,0.306861937046051,0.566067636013031,0.6498516201972961,0.14738792181015015
628,book,green,2.75,0.3568181693553925,0.013948257081210613,0.07419776171445847,0.035508450120687485
629,fire,green,1.75,0.33873578906059265,0.24187980592250824,0.3848129212856293,0.006960980594158173
630,tail,green,2.0,0.3703660368919373,0.38691794872283936,0.047889139503240585,0.09535849094390869
631,helmet,green,3.0,0.34907403588294983,0.21975328028202054,0.22458119690418243,0.22477556765079498
632,key,green,2.25,0.4146649539470673,0.31585976481437683,0.07350476086139679,0.18091632425785065
633,pig,green,1.25,0.4101394712924957,0.3029191792011261,0.0432664193212986,0.016221605241298676
634,chip,green,2.5,0.417879581451416,0.2799487113952637,0.08593172580003738,0.029008734971284866
635,frosting,green,2.75,0.2753308713436127,0.4678744077682495,0.1368577927350998,0.05559423565864563
636,sugar,green,2.0,0.3508599400520325,0.4529456198215485,0.056752193719148636,0.11625348031520844
637,mouth,green,1.5,0.31545916199684143,0.1324368268251419,0.011954880319535732,0.0008298560278490186
638,candy,green,2.75,0.34799841046333313,0.27354809641838074,0.020794030278921127,0.06848108768463135
639,pumpkin,green,2.25,0.4169346988201141,0.2978231012821197,0.01887340098619461,0.12891191244125366
640,cap,green,3.25,0.41067889332771296,0.432454377412796,0.012502079829573631,0.06346794217824936
641,lego,green,3.0,0.31172582507133484,0.2972674667835236,0.22077122330665588,0.16910548508167267
642,ring,green,2.25,0.3799058198928833,0.2602713406085968,0.039300523698329926,0.4927251935005188
643,knight,green,2.0,0.3459758460521698,0.32663634419441223,0.2894380986690521,0.007248587906360626
644,card,green,3.333333333333333,0.4938677549362183,0.28798747062683105,0.022104669362306595,0.11955564469099045
645,board,green,2.0,0.318599134683609,0.2329906672239304,0.07225095480680466,0.04062659665942192
646,deck,green,3.25,0.3448479175567627,0.15962332487106326,0.0033892111387103796,0.008786272257566452
647,sandal,green,3.0,0.3195565044879913,0.116429403424263,0.20752596855163574,0.10554386675357819
648,tomato,green,3.75,0.4755248725414276,0.43703457713127136,0.3401939272880554,0.9392133355140686
649,light,green,2.25,0.5287735462188721,0.497952401638031,0.3182694613933563,0.019746266305446625
650,lawn,green,5.0,0.4274086952209473,0.020121928304433826,1.0,1.0
651,rain,green,2.333333333333333,0.3745845258235931,0.309380441904068,0.0029985380824655294,0.001158963656052947
652,sunshine,green,1.0,0.4209653735160828,0.28450748324394226,0.005328772589564323,0.011201737448573112
653,shirt,green,3.0,0.4638897776603699,0.1949699968099594,0.11351190507411957,0.02016272582113743
654,wall,green,3.25,0.3983504176139832,0.21625973284244535,0.011201128363609314,0.0594475194811821
655,swing,green,3.25,0.33415088057518005,0.0373515821993351,0.0005934340297244489,0.06914270669221878
656,alligator,green,4.75,0.336548924446106,0.12637293338775635,0.13827842473983765,0.0718965157866478
657,page,green,2.2,0.19080784916877747,0.2059844136238098,0.0032450107391923666,0.05355466157197952
658,honey,green,1.25,0.3716910779476166,0.0712423026561737,0.07388950139284134,0.045963533222675323
659,roof,green,2.25,0.4239824116230011,0.26994577050209045,0.03806495666503906,0.0015565581852570176
660,boat,green,3.0,0.3508748710155487,0.3538511395454407,0.008688068017363548,0.05848521739244461
661,moose,green,1.25,0.3001579940319061,0.2632743418216705,0.010184033773839474,0.09955950826406479
662,octopus,green,2.5,0.341484010219574,0.35420969128608704,0.04164952412247658,0.12257831543684006
663,shoe,green,2.0,0.3532819449901581,0.19326210021972656,0.005089438986033201,0.16560781002044678
664,nose,green,1.0,0.34774646162986755,0.16098235547542572,0.0013522664085030556,0.02692987397313118
665,body,green,1.5,0.3342826068401337,0.2863736152648926,0.0005368907586671412,0.10536976903676987
666,wing,green,1.75,0.3865227699279785,0.3079562783241272,0.012025676667690277,0.14165307581424713
667,shovel,green,2.5,0.31986406445503235,0.4426039755344391,0.017898738384246826,0.026884030550718307
668,dish,green,2.0,0.3408749997615814,0.1958916187286377,0.011398600414395332,0.16906426846981049
669,truck,green,3.0,0.4034176766872406,0.12622806429862976,0.015472725965082645,0.0023664103355258703
670,plate,green,3.0,0.3675021529197693,0.21845895051956174,0.014333773404359818,0.05520070716738701
671,cactus,green,5.75,0.3554261028766632,0.21272902190685272,0.3302181661128998,0.07206085324287415
672,bowl,green,3.0,0.3221073746681213,0.30138924717903137,0.016201838850975037,0.0935656875371933
673,scooter,green,2.5,0.3189375996589661,0.166171595454216,0.24023815989494324,0.5512518882751465
674,hoop,green,2.25,0.330949068069458,0.12377875298261642,0.07030535489320755,0.5575430393218994
675,pot,green,2.75,0.35170504450798035,0.3938606679439545,0.03404464200139046,0.007851657457649708
676,bubble,green,2.6666666666666665,0.3768469989299774,0.22250173985958102,0.3679596185684204,0.008565186522901058
677,mud,green,2.0,0.4051831662654877,0.24317508935928345,0.21509097516536713,0.06298661231994629
678,bath,green,2.5,0.2807848155498505,0.10370443761348724,0.002061584498733282,0.013236355036497116
679,popsicle,green,3.25,0.33033236861228943,0.3453786373138428,0.5272341966629028,0.4359721839427948
680,lime,green,6.333333333333332,0.5311720967292786,0.11091230809688568,1.0,0.32363513112068176
681,cookie,green,2.25,0.2810462117195129,0.3150385618209839,0.010312268510460854,0.12580814957618713
682,airplane,green,2.0,0.2700220048427582,0.27099597454071045,0.01757624000310898,0.0164046511054039
683,bus,green,2.5,0.3520427644252777,0.060420520603656776,0.0022475882433354855,0.021523576229810715
684,fall,green,2.25,0.2900034189224243,-0.03090806677937508,0.0011741358321160078,0.0008425450650975108
685,elbow,green,1.25,0.3090316355228424,0.2771534919738769,0.0029536315705627203,0.002220569644123316
686,heart,green,1.5,0.38597795367240906,0.1497536450624466,0.006439165212213993,0.004723967052996159
687,road,green,2.0,0.42232945561409,0.18253901600837708,0.006755212787538767,0.0016331758815795183
688,noodle,green,2.0,0.328592449426651,0.23674751818180084,0.15580828487873077,0.025102728977799416
689,strawberry,green,2.25,0.4746555387973786,0.43727231025695795,0.4668341279029846,0.3038157522678375
690,tooth,green,1.25,0.3637842833995819,0.1552981287240982,0.015289423987269402,0.043874312192201614
691,bead,green,3.0,0.3287823498249054,0.4378640651702881,0.021135777235031128,0.09766966104507446
692,parachute,green,2.75,0.3013147413730621,0.0961361676454544,0.6239206194877625,0.06203920394182205
693,plant,green,6.0,0.38383841514587397,0.3913697302341461,0.0011249049566686153,0.0844607874751091
694,rectangle,green,2.75,0.4569030702114105,0.3991319239139557,0.3147433400154114,0.1203533336520195
695,park,green,4.666666666666667,0.384526252746582,0.03624705225229263,0.00297638401389122,0.2662491500377655
696,blanket,green,3.25,0.33049267530441284,0.29798808693885803,0.13981883227825165,0.003441406646743417
697,pillow,green,2.6666666666666665,0.31644323468208313,0.3371783196926117,0.01079048216342926,0.010617058724164963
698,jacket,green,3.0,0.4456246793270111,0.19857391715049744,0.02656497061252594,0.12997831404209137
699,field,green,5.25,0.4383683800697327,0.05103739351034165,0.08069960027933121,0.7563002109527588
700,sun,green,1.25,0.4502280354499817,0.4200467169284821,0.0013048702385276556,0.0017966856248676777
701,coat,green,3.25,0.4192367792129517,0.19013282656669614,0.06300223618745804,0.04055074602365494
702,glove,green,3.5,0.3515265882015228,0.150826096534729,0.04783131182193756,0.0405128039419651
703,rug,green,4.0,0.2522688210010529,0.08658085763454437,0.012156262993812561,0.20471034944057465
704,jungle,green,4.75,0.3371560275554657,0.22368395328521729,0.529333770275116,0.1115044578909874
705,money,green,6.5,0.36042287945747375,0.20994675159454346,0.010041173547506332,0.004854179918766022
706,vacuum,green,2.75,0.2911188304424286,0.017561445012688637,0.1159677803516388,0.006579923909157515
707,pipe,green,2.75,0.3680507838726044,0.27309465408325195,0.09287138283252716,0.15461044013500214
708,suit,green,2.333333333333333,0.357202410697937,0.2779818773269653,0.03557264804840088,0.21777912974357605
709,earth,green,4.75,0.4325050115585327,0.32222771644592285,0.5939748287200928,0.04045506566762924
710,tail,curly,3.25,0.4495625793933869,0.3866497874259949,0.017113523557782173,0.0009992311242967844
711,hair,curly,3.25,0.6111195087432861,0.2438211143016815,0.02947535179555416,0.0413334034383297
712,string,curly,2.5,0.41653144359588623,0.3895588517189026,0.0011506855953484774,0.0020535031799227
713,boy,curly,1.75,0.3501662313938141,0.4079146385192871,3.0388440791284665e-05,3.509496309561655e-05
714,phone,pink,3.0,0.3506660461425781,0.005228150635957718,0.0008178204880096018,1.8826929590431973e-05
715,cap,pink,3.333333333333333,0.41822510957717896,0.4204841256141663,0.03217504918575287,0.010030137374997139
716,basement,pink,1.5,0.3299253284931183,-0.004482604097574949,0.00042901388951577246,0.004951902665197849
717,horse,pink,1.5,0.38823455572128296,0.21214966475963595,0.008136332966387272,0.05200459063053131
718,ear,pink,3.0,0.3746083378791809,0.2298276126384735,0.007828139699995518,0.2477673590183258
719,star,pink,2.0,0.3991511762142181,0.6382901668548584,0.005809093359857798,0.020790938287973404
720,circle,pink,2.5,0.3803841471672058,0.4771193265914917,0.012535814195871353,0.012340592220425606
721,heart,pink,4.0,0.3808441460132599,0.2376222014427185,0.004221633542329073,0.002280103974044323
722,shirt,pink,2.75,0.4932990372180938,0.2727480232715607,0.06675650179386139,0.01569177210330963
723,scooter,pink,2.75,0.4165865182876587,0.24335525929927826,0.20812015235424042,0.07395492494106293
724,flamingo,pink,6.666666666666668,0.4729129672050476,0.2709269821643829,0.1165691539645195,0.13475675880908966
725,feather,pink,2.75,0.3776097595691681,0.2255328595638275,0.05490982532501221,0.03277302905917168
726,rose,pink,4.0,0.4614383280277252,0.285136342048645,0.0029594101943075657,0.5411857962608337
727,dot,pink,3.25,0.4367620050907135,0.6047190427780151,0.021743331104516983,0.026211805641651154
728,frosting,pink,4.0,0.3950612246990204,0.4402575194835663,0.15389932692050934,0.01752397045493126
729,hippo,pink,1.0,0.4082603752613068,0.15731807053089142,0.005499152932316065,0.007920253090560436
730,crayon,pink,2.5,0.5040325522422789,0.6065918803215027,0.13382045924663544,0.06645458191633224
731,flower,pink,3.5,0.5270241498947144,0.6190424561500549,0.303105890750885,0.15604785084724426
732,cookie,pink,2.25,0.34835007786750793,0.3741419315338135,0.004824870266020298,0.018596641719341278
733,cup,pink,3.0,0.33286261558532715,0.3664620518684387,0.05462673306465149,0.06032717972993851
734,color,pink,2.5,0.5741854310035706,0.4902357161045074,0.07086312770843506,0.059136733412742615
735,skirt,pink,3.5,0.445709764957428,0.3250008821487427,0.12672820687294006,0.046920035034418106
736,dress,pink,3.5,0.4706291556358338,0.2344852387905121,0.3521364629268646,0.166494220495224
737,eye,pink,2.0,0.41744229197502136,0.35311681032180786,0.014241121709346771,0.046159010380506516
738,hair,pink,2.5,0.4906571507453919,0.11903609335422514,0.014230644330382347,0.049363523721694946
739,ball,pink,2.5,0.4620770514011383,0.23436935245990756,0.02633669227361679,0.003946695011109114
740,purple,pink,1.6666666666666667,0.8122231364250183,0.8677272796630859,0.038469403982162476,0.027760230004787445
741,board,pink,2.25,0.3192264139652252,0.299362987279892,0.0071926116943359375,0.0009183067595586181
742,turtle,pink,1.6,0.414388120174408,0.4805795252323151,0.042213018983602524,0.026099348440766335
743,paint,pink,2.75,0.43315431475639343,0.33006805181503296,0.05281958729028702,0.030678439885377884
744,piece,pink,2.8,0.4053233861923218,0.3168039619922638,0.00273518031463027,0.016819199547171593
745,tongue,pink,6.0,0.4148896634578705,0.20655471086502075,0.22780108451843262,0.23330003023147583
746,purse,pink,3.25,0.3588608205318451,0.247395858168602,0.10731001943349838,0.005467220675200224
747,floor,pink,1.75,0.36347174644470215,0.1385977864265442,0.0002776410838123411,0.004316441249102354
748,coat,pink,3.0,0.4627394378185272,0.25986140966415405,0.04711529240012169,0.00571413291618228
749,pear,pink,2.0,0.42944955825805664,0.3228917121887207,0.1687619984149933,0.06910540163516998
750,towel,pink,3.0,0.4531273245811462,0.2710988223552704,0.02886904962360859,0.0019182271789759398
751,kitty,pink,1.25,0.4068611562252045,0.21195392310619354,0.08341264724731445,0.006457651033997536
752,shoe,pink,2.5,0.407478392124176,0.2789263129234314,0.02106359787285328,0.12204553186893463
753,lipstick,pink,4.0,0.5346251130104065,0.3627680242061615,0.15860022604465485,0.1494852751493454
754,glass,pink,2.0,0.4276639521121979,0.25222185254096985,0.0009306487627327442,0.017068447545170784
755,suit,pink,2.0,0.3725529313087464,0.29174166917800903,0.005680752918124199,0.02801714837551117
756,sweater,pink,3.8,0.43490216135978704,0.3134219646453857,0.3068241775035858,0.08327775448560715
757,elephant,pink,1.25,0.4350762069225311,0.27849268913269043,0.1512739509344101,0.0014330546837300062
758,hat,pink,2.75,0.4437301754951477,0.4052638411521912,0.018464334309101105,0.06786154955625534
